的	de_dí_dì
袌	bào_páo_pào
袎	yào
袏	zuò
袐	bì
袑	shào
袓	jù_jiē_jiě
袔	hè_kè_kuǎ
袕	xué
袗	zhěn
袘	yí_yì_tuó
袙	pà
袚	fú
袛	dī
袝	fù
袞	gǔn
袟	zhì
袠	zhì
袡	rán
袣	yì
袥	tuō
袦	nà_jué
袧	gōu_gòu
袨	xuàn
袩	zhé_chān
袪	qū
袬	yù_gǔn
袮	mí_mi_nǐ
袯	bó
袰	bō
袲	chǐ_nuǒ
袳	chǐ_qǐ_duǒ_nuǒ
袴	kù
袵	rèn
袶	péng_jiàng
袸	jiàn_zùn
袹	bó_mò
袺	jié
袻	ér
袽	rú
袾	zhū
袿	guī_guà
裀	yīn
裃	kǎ
裄	háng
裇	xū
裈	kūn
裊	niǎo
裋	shù
裌	jiá
裍	kǔn
裏	lǐ
裐	juān
裑	shēn
裓	gé_jiē
裖	zhěn
裗	liú
裚	jì
裛	yì
補	bǔ
裝	zhuāng
裞	shuì
裠	qún
裡	lǐ
裦	bāo_fóu
裧	chān_chàn_tǎn
裩	kūn
裪	táo
裫	yuàn
裬	líng
裭	chǐ
裮	chāng
裯	chóu_dāo
裲	liǎng
裵	péi
裶	fēi
裷	yuān_gǔn
裺	yǎn_ān_yàn
裻	dú
製	zhì
裿	yǐ_qǐ
褀	qí_jì
褁	guǒ_zhí
褃	kèn
褄	qī
褅	tì
褆	tí_shì
複	fù
褈	chóng_chōng_zhòng
褉	xiè_xiē
褋	dié
褌	kūn
褍	duān_tuān
褎	xiù_yòu
褏	xiù
褑	yuàn_yuán
褔	fù_fú
褕	yú
褖	tuàn
褗	yǎn
褘	huī
褜	páo
褝	dān
褞	yùn_wēn_yǔn
褟	tā
褠	gōu
褢	huái
褣	róng
褤	yuán_yuàn
褦	nài
褧	jiǒng
褨	suǒ_chá
褩	bān_pán
褬	sǎng
褭	niǎo
褮	yīng_yìng
褯	jiè
褱	huái
褲	kù
褳	lián
褵	lí
褷	shī
褸	lǚ
褹	yì_niè
褺	diē
褻	xiè
褼	xiān
褽	wèi
褾	biǎo
褿	cáo
襀	jì_jī
襂	sēn_shān
襃	bāo
襅	bì
襆	fú_pú
襇	jiǎn
襈	zhuàn_juàn
襉	jiǎn
襊	cuì_cuō
襋	jí
襌	dān
襍	zá
襎	fán_bò
襏	bó
襐	xiàng
襑	xín
襒	bié
襓	ráo
襔	mǎn
襕	lán
襖	ǎo
襗	zé_duó_yì
襘	guì_huì
襙	cào
襚	suì
襛	nóng
襜	chān
襝	liǎn_chǎn
襠	dāng
襡	shǔ_shú
襢	tǎn
襣	bì
襤	lán
襥	fú_pú
襧	zhǐ
襨	tae_duì
襩	shǔ
襪	wà
襫	shì
襬	bǎi
襭	xié
襮	bó
襯	chèn
襰	lǎi_lài
襱	lóng_lòng
襲	xí
襳	xiān_shān
襴	lán
襵	zhě_zhé
襶	dài
襷	jǔ
襸	zàn_cuán
襹	shī
襺	jiǎn
襼	yì
襽	lán
襾	yà
覀	yà_xī
覂	fěng
覄	fù
覅	fiào
覇	bà
覈	hé
覉	jī
覊	jī
見	jiàn_xiàn
覌	guān_guàn
覍	biàn
覎	yàn
規	guī
覐	jué_jiào
覑	piǎn
覒	mào
覓	mì
覔	mì
覕	piē_miè
視	shì
覗	sì_sī
覘	chān_zhān
覙	zhěn_luó
覚	jué_jiào
覛	mì
覜	tiào
覝	lián
覞	yào
覟	zhì
覠	jūn
覡	xī_xí
覢	shǎn
覣	wēi
覤	xì
覥	tiǎn
覦	yú
覧	lǎn
覨	è
覩	dǔ
親	qīn_qìng
覫	pǎng
覬	jì
覭	míng
覮	yíng_yǐng
覯	gòu
覰	qū_qù
覱	zhàn_zhān
覲	jìn
観	guān_guàn
覴	dèng_dēng
覵	jiàn_biǎn
覶	luó_luǎn
覷	qù_qū
覸	jiàn_jiān
覹	wéi
覺	jué_jiào
覻	qù_qū
覼	luó
覽	lǎn
覾	shěn
覿	dí
觀	guān_guàn
觃	yàn
觍	tiǎn
觓	qiú
觔	jīn
觕	cū
觗	zhì
觘	chào
觙	jí
觛	dàn
觝	dǐ
觟	huà_xiè
觠	quán
觡	gé
觢	shì
觤	guǐ
觧	jiě_jiè_xiè
觨	hùn
觩	qiú
觪	xīng
觬	ní
觭	jī_qí
觮	jué_lù
觰	zhā_dǎ_zhǎ
觱	bì
觲	xīng
觴	shāng
觵	gōng
觶	zhì
觷	xué_hù
觸	chù
觹	xī
觺	yí
觻	lì_lù
觼	jué
觽	xī
觾	yàn
觿	xī
訁	yán
訂	dìng
訃	fù
訄	qiú_kāo
訅	qiú
訆	jiào
計	jì
訉	fàn_fān
訊	xùn
訋	diào
訌	hòng_hóng
訍	chài_chā_chà
討	tǎo
訏	xū
訐	jié
訑	dàn_yí
訒	rèn
訓	xùn
訔	yín
訕	shàn
訖	qì
託	tuō
記	jì
訙	xùn
訚	yín
訛	é
訜	fēn_bīn
訝	yà
訞	yāo
訟	sòng
訠	shěn
訡	yín
訢	xīn
訣	jué
訤	xiáo_ná
訥	nè
訦	chén
訧	yóu
訨	zhǐ
訩	xiōng
訪	fǎng
訫	xìn
訬	chāo
設	shè
訮	yán_xiān
訯	sǎ_sà
訰	zhùn_zhūn
許	xū_xǔ
訲	yì
訳	yì
訴	sù
訵	chī_chì
訶	hē
訷	shēn
訸	hé
訹	xù
診	zhěn
註	zhù
証	zhèng
訽	gòu
訿	zǐ
詀	zhān
詁	gǔ
詂	fù
詃	jiǎn
詄	dié
詅	líng
詆	dǐ
詇	yàng
詉	náo_ná_nù
詊	pàn
詋	zhòu
詌	gàn
詍	yì
詎	jù
詏	yào
詐	zhà
詑	tuó
詒	yí_dài
詓	qǔ
詔	zhào
評	píng
詖	bì
詗	xiòng
詘	qū
詙	bá_bó
詚	dá
詛	zǔ
詜	tāo
詝	zhǔ
詞	cí
詟	zhé
詠	yǒng
詡	xǔ
詢	xún
詣	yì
詤	huǎng
詥	hé_gé
試	shì
詧	chá
詨	xiào_jiāo
詩	shī
詪	hěn
詫	chà
詬	gòu
詭	guǐ
詮	quán
詯	huì
詰	jié
話	huà
該	gāi
詳	xiáng
詴	wēi
詵	shēn
詶	chóu
詷	tóng_dòng
詸	mí
詺	míng_mìng
詻	luò
詼	huī
詽	yán
詾	xiōng
詿	guà
誀	èr_chǐ
誁	bìng
誂	tiǎo_diào
誃	yí_chǐ_chì
誄	lěi
誅	zhū
誆	kuāng
誇	kuā_kuà
誈	wū_wú
誋	jì
誌	zhì
認	rèn
誎	cù
誏	lǎng_làng
誐	é
誑	kuáng
誒	ēi_éi_ěi_èi_xī
誔	tǐng
誕	dàn
誖	bèi_bó
誗	chán
誘	yòu
誙	kēng
誚	qiào
誛	qīn
誜	shuà
誝	ān
語	yǔ_yù
誟	xiào
誠	chéng
誡	jiè
誢	xiàn
誣	wū
誤	wù
誥	gào
誦	sòng
誧	bū_pǔ
誨	huì
誩	jìng
說	shuō_shuì_yuè
誫	zhèn
説	shuō_shuì_yuè
読	dú
誮	huā
誯	chàng
誰	shuí_shéi
誱	jié
課	kè
誳	qū_juè
誴	cóng
誵	xiáo
誶	suì
誷	wǎng
誸	xián
誹	fěi
誺	chī_lài
誻	tà
誼	yì
誽	nì_ná
誾	yín
調	diào_tiáo
諀	pǐ_bēi
諁	zhuó
諂	chǎn
諃	chēn
諄	zhūn
諅	jì_jī
諆	qī
談	tán
諈	zhuì
諉	wěi
諊	jū_jú
請	qǐng
諌	dǒng_jiàn
諍	zhèng
諎	zé_zuò_zhǎ_cuò_jiè
諏	zōu
諐	qiān
諑	zhuó
諒	liàng
諓	jiàn
諔	chù_jí
諕	xià_háo
論	lùn_lún
諗	shěn
諘	biǎo
諙	huà_huài
諚	biàn_pián
諛	yú
諜	dié
諝	xū_xǔ
諞	piǎn
諟	shì_dì
諠	xuān
諡	shì
諢	hùn
諣	huà_guā
諤	è
諥	zhòng
諦	dì
諧	xié
諨	fú
諩	pǔ
諪	tíng
諫	jiàn
諬	qǐ
諭	yù
諮	zī
諯	zhuān
諰	xǐ_shāi_āi
諱	huì
諲	yīn
諳	ān
諴	xián
諵	nán_nàn
諶	chén
諷	fěng
諸	zhū
諹	yáng
諺	yàn
諻	huáng
諼	xuān
諽	gé
諾	nuò
諿	xǔ_qī
謀	móu
謁	yè
謂	wèi
謃	xīng
謄	téng
謅	zhōu
謆	shàn
謈	bó_páo_pó
謉	kuì_duǐ_guǐ_tuí
謊	huǎng
謋	huò
謌	gē
謍	yíng
謎	mí
謏	xiǎo_sǒu
謐	mì
謑	xǐ_xì
謒	qiāng
謓	chēn_zhèn
謔	xuè_nüè
謕	tí_sī
謖	sù
謗	bàng
謘	chí
謙	qiān
謚	shì
講	jiǎng
謜	yuán_quán
謝	xiè
謞	hè_xiāo
謟	tāo
謠	yáo
謡	yáo
謢	lū
謣	yú_xū
謤	biāo_piāo
謥	còng
謧	lí
謨	mó
謩	mó_mò
謪	shāng
謫	zhé
謬	miù
謭	jiǎn
謮	zé
謯	jiē_zhā_zhǎ_zǔ
謰	lián
謱	lóu_lǚ
謲	càn_chěn_sān_zào
謳	ōu
謴	gùn
謵	xí_chè
謶	zhuó_shù_zhē
謷	áo
謸	áo
謹	jǐn
謺	zhé
謻	yí_chí
謼	hū
謽	jiàng
謾	mán_màn
謿	cháo
譀	hàn_xiàn
譁	huá
譂	chǎn_dàn
譃	xū
譄	zēng
譅	sè
譆	xī
譇	zhā
譈	duì
證	zhèng
譊	náo
譋	lán
譌	é_guǐ_wá
譍	yīng
譎	jué
譏	jī
譐	zǔn
譑	jiǎo_qiào
譒	bò
譓	huì
譔	zhuàn
譕	wú_mó
譖	zèn
譗	zhá
識	shí_zhì_shì
譙	qiáo_qiào
譚	tán
譛	jiàn_zèn
譜	pǔ
譝	shéng
譞	xuān
譟	zào
譠	tán
譡	dǎng
譢	suì
譣	xiǎn
譤	jī
譥	jiào
譧	zhàn_lián
譨	nóng_náng_nóu
譩	yī
譪	ǎi
譫	zhān
譭	huǐ
譮	huà_huì_xiè
譯	yì
議	yì
譱	shàn
譲	ràng
譳	ròu_nòu
譴	qiǎn
譵	duì_zhuì
譶	tà
護	hù
譸	zhōu
譹	háo
譺	ài_nǐ_yí_yǐ_yì
譻	yīng
譼	jiān_jiàn
譽	yù
譾	jiǎn
譿	huì
讀	dú_dòu
讁	zhé
讂	juàn_xuān_xuàn
讃	zàn
讄	lěi
讅	shěn
讆	wèi
讇	chǎn
讈	lì
讉	yí_tuī
變	biàn
讋	zhé
讌	yàn
讍	è
讎	chóu
讏	wèi
讐	chóu
讑	yào
讒	chán
讓	ràng
讔	yǐn
讕	lán
讖	chèn
讗	xié
讘	niè
讙	huān
讚	zàn
讛	yì
讜	dǎng
讝	zhán
讞	yàn
讟	dú
讬	tuō
讱	rèn
讻	xiōng
诇	xiòng
诐	bì
诪	zhōu_chóu
谉	shěn
谞	xū
谸	qiān
谹	hóng
谺	xiā
谻	jí
谼	hóng
谽	hān
谾	hōng_lóng
谿	xī
豀	xī
豂	liáo
豃	hǎn_gǎn
豄	dú
豅	lóng_lòng
豈	qǐ_kǎi
豊	lǐ_fēng
豋	dēng
豍	bī_biǎn
豎	shù
豏	xiàn
豐	fēng
豑	zhì
豒	zhì
豓	yàn
豔	yàn
豖	chù
豗	huī
豘	tún
豙	yì
豛	yì
豜	jiān
豝	bā
豞	hòu
豟	è
豠	chú
豣	jiān_yàn
豤	kěn_kūn
豥	gāi
豦	jù_qú
豧	fú_fū_fù_pū
豨	xī
豩	bīn_huān
豬	zhū
豭	jiā
豮	fén
豯	xī
豰	hù_bó_gòu_huò
豱	wēn
豲	huán
豴	dí
豵	zōng
豶	fén
豷	yì
豻	àn_hàn
豼	pí
豽	nà
豾	pī
豿	gǒu
貀	nà_duò
貁	yòu
貃	mò
貄	sì
貆	huán_huān
貇	kěn_kūn_mào
貈	hé_mò
貋	àn_hàn
貍	lí
貎	ní
貏	bǐ
貐	yǔ
貑	jiā
貒	tuān_tuàn
貓	māo_máo
貕	xī
貖	yì
貗	jù_lóu_yú
貙	chū
貚	tán
貛	huān
貜	jué
貝	bèi
貞	zhēn
貟	yuán_yún_yùn
負	fù
財	cái
貢	gòng
貣	dài_tè
貤	yì_yí
貥	háng
貦	wán_wàn
貧	pín
貨	huò
販	fàn
貪	tān
貫	guàn
責	zé_zhài
貭	zhì_zhí
貮	èr
貯	zhù_zhǔ
貰	shì
貱	bì
貲	zī
貳	èr
貴	guì
貵	piǎn
貶	biǎn
買	mǎi
貸	dài
貹	shèng
貺	kuàng
費	fèi
貼	tiē
貽	yí
貾	chí
貿	mào
賀	hè
賁	bì_bēn
賂	lù
賃	lìn
賄	huì
賅	gāi
賆	pián
資	zī
賈	jiǎ_gǔ_jià
賉	xù
賊	zéi
賋	jiǎo
賌	gāi_gài
賍	zāng
賎	jiàn
賏	yīng_yìng
賐	jùn_xùn
賑	zhèn
賒	shē
賓	bīn
賔	bīn
賕	qiú
賖	shē
賗	chuàn
賘	zāng
賙	zhōu
賚	lài
賛	zàn
賜	cì
賝	chēn
賞	shǎng
賟	tiǎn
賠	péi
賡	gēng
賢	xián
賣	mài
賤	jiàn
賥	suì
賦	fù
賧	dǎn
賨	cóng
賩	cóng
質	zhì_zhí
賫	jī
賬	zhàng
賭	dǔ
賮	jìn
賯	xiōng_mín
賰	chǔn
賱	yǔn
賲	bǎo
賳	zāi
賴	lài
賵	fèng
賶	càng
賷	jī
賸	shèng
賹	ài_yì
賺	zhuàn_zuàn
賻	fù
購	gòu
賽	sài
賾	zé
賿	liáo
贀	yì
贁	bài
贂	chěn
贃	wàn_zhuàn
贄	zhì
贅	zhuì
贆	biāo
贇	yūn
贈	zèng
贉	dàn_tǎn
贊	zàn
贋	yàn
贌	pú
贍	shàn
贎	wàn
贏	yíng
贐	jìn
贑	gàn
贒	xián
贓	zāng
贔	bì
贕	dú
贖	shú
贗	yàn
贘	shǎng
贙	xuàn
贚	lòng
贛	gàn
贜	zāng
贠	yuán_yùn
赑	bì
赒	zhōu
赗	fèng
赟	yūn
赥	xī
赨	tóng_xióng
赩	xì
赪	chēng
赬	chēng
赮	xiá
赯	táng
赱	zǒu
赲	lì
赸	shàn
赹	qióng
赺	yǐn_qǐn
赻	xiǎn
赼	zī_cī
赽	jué_guì
赾	qǐn
赿	chí_dì
趀	cī
趂	chèn
趃	dié_tú
趆	dī
趇	xì
趈	zhān
趉	jué_jú
趌	jí_jié
趍	qū_chí
趎	chú
趏	guā_huó
趐	xuè_chì
趒	tiào_tiáo
趓	duǒ
趕	gǎn
趖	suō
趗	cù
趘	xí
趙	zhào
趚	sù
趛	yǐn
趜	jú_qiú_qū
趝	jiàn
趞	què_qì_jí
趠	chuō_zhuó_chào_chuò_tiào
趡	cuǐ
趢	lù
趤	dàng
趥	qiū_cù
趦	zī
趧	tí
趨	qū_cù
趩	chì
趪	huáng_guāng
趫	qiáo
趬	qiāo
趭	jiào
趮	zào
趯	tì_yuè
趰	ěr
趲	zǎn
趶	kuà_wù_kù_wū
趷	kē
趹	jué_guì
趻	chěn
趽	fāng_fàng_páng
跀	yuè
跁	bà_páo_pá
跂	qí_qǐ_jī_qì_zhī
跅	tuò
跇	yì
跈	jiàn_chén_niǎn_tiàn
跉	líng
跊	mèi
跍	kū
跐	cī_cǐ
跒	qiǎ
跓	zhù
跔	jū_qǔ
跕	diǎn_tiē_dié
跘	pán_bàn
跙	jū_jù_qiè_jǔ
跜	ní
跠	yí
跡	jì_jī
跢	dài_duò_duō_chí
跥	duò
跦	zhū
跧	quán
跩	zhuǎi
跭	xiáng
跮	dié_chì
跰	pián_bèng_bǐng
跱	zhì
跲	jié_jiá
跴	cǎi
跶	dá_tà
跼	jú
跾	shū_chōu
跿	tú_chuō_duó
踀	chuò_chù_cù
踁	jìng_kēng
踂	niè
踃	xiāo_qiào
踄	bù
踆	cūn_qūn
踇	mǔ
踈	shū
踋	jiǎo
踍	qiāo
踎	móu
踐	jiàn
踑	jī_jì_qí
踒	wō
踓	wěi_cù
踕	jié
踖	jí
踗	niè
踘	jū_jú
踙	niè_jū
踚	lún
踛	lù
踜	lèng
踠	wǎn_wò
踡	quán
踤	zú_cù
踥	qiè
踦	qī_yǐ_jǐ
踧	cù
踨	zōng
踫	pèng
踭	zhēng
踰	yú
踲	dùn
踳	chuǎn_chūn_chǔn
踴	yǒng
踶	dì
踷	zhě_zhǎ
踸	chěn
踻	guā_guǎ_tuó
踼	táng
踾	fú_bì
踿	cù_zú
蹃	nuò_nà_rè
蹅	chǎ_zhā
蹆	tuǐ
蹌	qiāng_qiàng
蹍	niǎn_chán_zhǎn
蹎	diān
蹏	tí
蹐	jí
蹓	liū_liù
蹔	zàn_zhàn
蹕	bì
蹖	chōng
蹗	lù
蹘	liáo
蹚	tāng
蹛	dài_dān_diē_zhì
蹜	sù_suō
蹝	xǐ
蹞	kuǐ
蹟	jì
蹠	zhí
蹡	qiāng
蹢	dí_zhí
蹣	pán
蹤	zōng
蹥	lián
蹧	zāo
蹨	niǎn_rǎn
蹪	tuí
蹫	jú
蹮	xiān
蹱	zhōng_chòng
蹳	bō
蹵	cù
蹷	jué
蹸	lìn_lín
蹹	tà_tá
蹺	qiāo
蹻	qiāo_juē_jiǎo
蹽	liāo
蹾	dūn
躀	guàn_kuàng
躂	tà_dā
躃	bì
躄	bì
躆	jù
躈	qiào
躉	dǔn
躊	chóu
躋	jī
躌	wǔ
躍	yuè
躎	niǎn
躑	zhí
躒	lì_luò
躓	zhì
躕	chú
躖	duàn
躗	wèi
躘	lóng_lǒng
躙	lìn
躚	xiān
躛	wèi
躝	lán
躟	ráng
躠	sǎ_xiè
躡	niè
躢	tà
躣	qú
躤	jí_jiè
躥	cuān
躦	zuān
躧	xǐ
躨	kuí
躩	jué
躪	lìn
躭	dān
躮	fēn
躰	tǐ
躱	duǒ
躳	gōng
躴	láng
躵	rěn
躶	luǒ
躷	ǎi
躸	jī
躹	jū_jú
躻	kōng
躼	lào
躽	yǎn_yàn
躾	měi
躿	kāng
軀	qū
軁	lóu_lǚ
軂	lào
軃	duǒ_tuǒ
軄	zhí
軅	yàn
軆	tǐ
軇	dào
軈	yīng
軉	yù
車	chē_jū
軋	yà_zhá_gá
軌	guǐ
軍	jūn
軏	yuè
軐	xìn_xiàn
軑	dài
軒	xuān
軓	fàn_guǐ
軔	rèn
軕	shān
軖	kuáng
軗	shū
軘	tún
軙	chén_qí
軚	dài
軛	è
軜	nà
軝	qí
軞	máo
軟	ruǎn
軠	kuáng_rèn
軡	qián
転	zhuàn_zhuǎn
軣	hōng
軤	hū
軥	qú
軦	kuàng
軧	dǐ_chí
軨	líng
軩	dài
軪	āo_ào
軫	zhěn
軬	fàn_bèn
軭	kuāng
軮	yǎng
軯	pēng
軰	bèi
軱	gū
軲	gū
軳	páo
軴	zhù
軵	rǒng_fǔ_fù_róng
軶	è
軷	bá
軸	zhóu_zhòu
軹	zhǐ
軺	yáo
軻	kē_kě
軼	yì_dié
軽	qīng
軾	shì
軿	píng
輀	ér
輁	gǒng
輂	jú
較	jiào
輄	guāng
輅	lù
輆	kǎi_kài
輇	quán
輈	zhōu
載	zài_zǎi
輊	zhì
輋	shē
輌	liàng
輍	yù
輎	shāo
輏	yóu
輐	wàn_yuǎn
輑	yǐn_qūn
輒	zhé
輓	wǎn
輔	fǔ
輕	qīng
輖	zhōu
輗	ní
輘	líng_léng_lèng
輙	zhé
輚	hàn_zhàn
輛	liàng
輜	zī
輝	huī
輞	wǎng
輟	chuò
輠	guǒ
輡	kǎn
輢	yǐ
輣	péng
輤	qiàn
輥	gǔn
輦	niǎn
輧	píng_pēng
輨	guǎn
輩	bèi
輪	lún
輫	pái
輬	liáng
輭	ruǎn
輮	róu
輯	jí
輰	yáng
輱	xián_kàn
輲	chuán
輳	còu
輴	chūn
輵	gé
輶	yóu
輷	hōng
輸	shū
輹	fù
輺	zī
輻	fú
輼	wēn
輽	fàn_bèn
輾	zhǎn
輿	yú
轀	wēn
轁	tāo_kǎn
轂	gǔ_gū
轃	zhēn
轄	xiá
轅	yuán
轆	lù
轇	jiāo_jiū
轈	cháo
轉	zhuǎn_zhuàn
轊	wèi
轋	hūn_hún
轌	xuě
轍	zhé_chè
轎	jiào
轏	zhàn
轐	bú
轑	lǎo
轒	fén
轓	fān
轔	lín
轕	gé
轖	sè
轗	kǎn
轘	huàn
轙	yǐ
轚	jí
轛	duì_zhuì
轜	ér
轝	yú
轞	jiàn_xiàn
轟	hōng
轠	léi
轡	pèi
轢	lì
轣	lì
轤	lú
轥	lìn
轪	dài
辀	zhōu
辌	liáng
辒	wēn
辝	cí
辠	zuì
辡	biàn
辢	là
辤	cí
辥	xuē_yì
辦	bàn
辧	biàn
辪	xuē
辬	bān
辭	cí
辮	biàn
辯	biàn
農	nóng
辳	nóng
辴	zhěn_chǎn
辵	chuò
辷	yī
辸	réng
辺	dào_biān
辻	shi_shí
込	yū
辿	chān
迀	gān
迃	yū
迆	yǐ_yí_tuó
迉	qī
迊	zā
迋	wàng_kuāng
迌	tù
迍	zhūn
迏	dá_tì
迒	háng_xiáng
迖	dá
迗	é
迚	dá
迠	chè
迡	chí_nì
迣	zhì_lì
迧	chén
迬	zhù_wǎng
迯	táo
迱	yǐ_yí_tuó
迲	keop_qù
迴	huí
迵	dòng
迶	yòu
迺	nǎi
迻	yí
迼	jié
迾	liè
迿	xùn
逇	dùn
逈	jiǒng
逌	yōu_yóu
逎	qiú
逓	dì
逕	jìng
逘	yǐ_sì
這	zhè
逜	wǔ_wù
連	lián
逤	suò
逥	huí
逧	gǔ
逨	lái_lài
逩	bèn_bēn
逪	cuò
逫	zhú_jué
逬	bèng_pēng
逰	yóu
週	zhōu
進	jìn
逳	yù
逴	chuō_chuò
逷	tì
逹	dá
逺	yuǎn
逽	nuò
逿	dàng_táng
遀	suí
遃	yǎn
遅	chí
遆	dì_tí
遈	shí
遉	zhēn
遊	yóu
運	yùn
遌	è
過	guò
達	dá
違	wéi
遖	nán
遙	yáo
遚	chòu
遜	xùn
遝	tà
遞	dì
遟	chí_xī_zhì
遠	yuǎn_yuàn
遡	sù
遤	mǎ
遦	guàn
遧	zhāng
適	shì
遪	cà
遫	chì_sù
遬	sù
遯	dùn
遰	dì
遱	lóu
遲	chí
遳	cuō
遶	rào
遷	qiān
選	xuǎn
遹	yù
遺	yí_wèi_suí
遻	è_wù
遼	liáo
遾	shì
邁	mài
還	huán_hái
邅	zhān
邆	téng
邇	ěr
邉	biān
邊	biān_bian
邌	lí_chí
邍	yuán
邎	yáo
邏	luó
邐	lǐ
邒	tíng
邔	qǐ
邖	shān
邘	yú
邚	rú_fù
邜	xī
邞	fū
邟	kàng_háng_kāng
邠	bīn
邤	xīn
邥	shěn
邧	yuán
邨	cūn
邩	huǒ
邫	bāng
邭	jù
邲	bì
邷	wǎ
邼	kuāng
邽	guī
邿	shī
郀	kū
郂	gāi_hái
郃	hé
郆	jí
郈	hòu
郉	xíng
郋	xí
郌	guī
郍	nà_fú_nǎ_nuó
郒	láng
郔	yán
郕	chéng
郖	dòu
郘	lǚ_lǘ
郙	fǔ
郚	wú
郞	láng
郟	jiá
郠	gěng
郣	bó
郤	xì
郥	bèi
郩	xiáo_ǎo
郪	qī
郬	qīng
郮	zhōu
郰	zōu
郱	píng
郲	lái
郳	ní
郵	yóu
郶	bù
郷	xiāng
郹	jú
郺	yōng
郻	qiāo
郼	yī
郿	méi
鄀	ruò
鄁	bèi
鄃	shū
鄅	yǔ
鄆	yùn
鄇	hóu_hòu
鄈	kuí
鄉	xiāng
鄊	xiāng
鄋	sōu
鄌	táng
鄍	míng
鄎	xī_xì
鄏	rǔ_rù
鄐	chù
鄑	zī
鄒	zōu
鄓	yì_yè
鄔	wū
鄕	xiāng
鄖	yún
鄗	hào
鄘	yōng
鄚	mào_mò
鄛	cháo
鄜	fū
鄝	liǎo
鄟	zhuān
鄠	hù
鄡	qiāo
鄤	màn
鄥	qiāo
鄦	xǔ
鄧	dèng
鄨	bì
鄩	xún_xín
鄪	bì
鄫	zēng_céng
鄬	wéi
鄭	zhèng
鄮	mào
鄰	lín
鄲	dān
鄳	méng
鄴	yè
鄵	cào_sāo
鄶	kuài
鄷	fēng
鄸	méng
鄺	kuàng
鄻	liǎn
鄼	zàn
鄽	chán
鄾	yōu
鄿	qí
酀	yàn_yǎn
酁	chán
酂	cuó_zàn
酄	huān_quān
酅	xī
酇	cuó_zàn
酈	lì
酑	yú
酓	yǎn_yàn_yǐn
酔	zuì
酕	máo
酖	dān_zhèn
酘	dòu
酙	zhēn
酛	yuán
酜	fū
酟	tiān
酠	qiǎ
酦	pō_fā
酧	chóu
酨	zài_zuì
酫	chuò
酭	yòu
酳	yìn
酺	pú
酻	zuì_fú
酼	hǎi
醀	wéi_zhuì
醁	lù
醂	lǎn
醃	yān
醄	táo
醆	zhǎn
醈	tán_dàn
醊	zhuì_chuò
醎	xián_jiǎn
醏	dū
醓	tǎn
醔	qiú_chōu
醕	chún
醖	yùn
醗	pō_fā_pò
醘	kē
醙	sōu
醜	chǒu
醝	cuō_cuó
醞	yùn
醟	yòng
醠	àng
醡	zhà
醤	jiàng
醥	piǎo
醦	chǎn_chěn
醧	yù
醨	lí
醩	zāo
醫	yī
醬	jiàng
醰	tán
醱	pō_fā_pò
醲	nóng
醳	yì_shì
醶	yàn_liǎn_xiān_jiǎn
醷	yì_yǐ
醸	niàng
醹	rú
醻	chóu_dào_shòu
醼	yàn
醽	líng
醾	mí
醿	mí
釀	niàng_niáng
釁	xìn
釂	jiào
釃	shī
釄	mí
釅	yàn
釆	biàn
釈	shì
釋	shì
釐	lí_xǐ_xī
釒	jīn
釓	gá
釔	yǐ
釕	liǎo_liào
釖	dāo
釗	zhāo
釘	dīng_dìng
釙	pō
釚	qiú
釛	hé_bā
針	zhēn
釞	zhí
釟	bā
釠	luàn
釡	fǔ
釢	nǎi
釣	diào
釤	shān_shàn
釥	qiǎo_jiǎo
釦	kòu
釧	chuàn
釨	zǐ
釩	fán
釪	huá_yú
釫	huá_wū
釬	hàn
釭	gāng
釮	qí
釯	máng
釰	rì_rèn_jiàn
釱	dì_dài
釲	sì
釳	xì
釴	yì
釵	chāi
釶	shī_yí_yě
釷	tǔ
釸	xī_xì
釹	nǚ
釺	qiān
釻	qiú
釼	rì_rèn_jiàn
釽	pī_zhāo_pì
釾	yé_yá
釿	jīn_yǐn_yín
鈀	bǎ_pá
鈁	fāng
鈂	chén_qín_zhèn
鈃	xíng
鈄	dǒu_tǒu
鈅	yuè
鈆	qiān_yán
鈇	fū
鈈	bù
鈉	nà
鈊	xīn
鈋	é
鈌	jué
鈍	dùn
鈎	gōu
鈏	yǐn
鈐	qián
鈑	bǎn
鈒	sà_jí_sè
鈓	rèn_rén
鈔	chāo
鈕	niǔ
鈖	fēn
鈗	yǔn_duì
鈘	yǐ_jǐ
鈙	qín
鈚	pī_bī_bǐ
鈛	guō
鈜	hóng
鈝	yín
鈞	jūn
鈟	diào_shī
鈠	yì
鈡	zhōng
鈢	xǐ
鈣	gài
鈤	rì
鈥	huǒ
鈦	tài
鈧	kàng
鈨	yuán
鈩	lú
鈪	è
鈫	qín
鈬	duó
鈭	zī
鈮	ní
鈯	tú
鈰	shì
鈱	mín_mǐn
鈲	gū_pì
鈳	kē
鈴	líng
鈵	bǐng
鈶	sì_cí_yí_tái
鈷	gǔ
鈸	bó
鈹	pí
鈺	yù
鈻	sì
鈼	zuó
鈽	bū_bù
鈾	yóu
鈿	diàn_tián
鉀	jiǎ
鉁	zhēn_zhèn
鉂	shǐ
鉃	shì_zú
鉄	tiě
鉅	jù
鉆	zuān_chān_zhān_zhēn
鉇	shī_yí
鉈	tā_tuó
鉉	xuàn
